,brand,city,id,latitude,longitude,zip code
74,Caribou,Maplewood,8865397,45.01795196533203,-93.0205307006836,55109
75,Caribou,St. Paul,8865371,44.94865036010742,-93.09229278564452,55101
76,Caribou,St. Paul,8865618,44.95135116577149,-93.09519958496094,55101
77,Caribou,St. Paul,8865368,44.94807434082031,-93.09408569335938,55101
78,Caribou,St. Paul,8865369,44.94709014892578,-93.09280395507812,55101
79,Caribou,St Paul,8865372,44.94004821777344,-93.0998077392578,55102
80,Caribou,St. Paul,8865367,44.940185546875,-93.1321258544922,55105
81,Caribou,St. Paul,8865366,44.94015884399414,-93.14443969726562,55105
82,Caribou,Maplewood,8865383,44.99299240112305,-93.1054916381836,55113
83,Caribou,St. Paul,8865390,44.93948745727539,-93.16642761230469,55105
84,Caribou,St. Paul,8865393,44.927330017089844,-93.17687225341795,55105
85,Caribou,Roseville,8865382,44.99270248413086,-93.14762115478516,55113
86,Caribou,St. Paul,8865391,44.91741943359375,-93.19100952148438,55116
87,Caribou,St. Paul,8865392,44.903907775878906,-93.16492462158205,55116
88,Caribou,Minneapolis,8865345,44.97412490844727,-93.2248077392578,55414
89,Caribou,Roseville,8865626,45.00472259521485,-93.16734313964844,55113
90,Caribou,Minneapolis,10128890,44.97346115112305,-93.2298583984375,55414
91,Caribou,Minneapolis,8865609,44.97299575805664,-93.23165130615234,55455
92,Caribou,Roseville,8865624,45.01274871826172,-93.17233276367188,55113
93,Caribou,Minneapolis,8865361,45.00566864013672,-93.2280502319336,55413
94,Caribou,Minneapolis,9990966,44.96958923339844,-93.24459838867188,55454
95,Caribou,Roseville,8865623,45.02194595336914,-93.17064666748048,55113
96,Caribou,Little Canada,8865381,45.04304504394531,-93.10572052001952,55117
97,Caribou,Minneapolis,8865360,45.03927230834961,-93.2201919555664,55421
98,Caribou,Roseville,8865387,45.03544998168945,-93.19444274902344,55113
99,Caribou,Arden Hills,8865384,45.05165481567383,-93.14763641357422,55126
100,Caribou,Fridley,8865417,45.07130813598633,-93.26683044433594,55432
101,Caribou,Roseville,8865625,45.0224723815918,-93.16844940185548,55113
102,Caribou,St. Paul,8865612,44.88054656982422,-93.20089721679688,55111
103,Caribou,St. Paul,8865615,44.88322448730469,-93.21312713623048,55450
104,Caribou,St. Paul,8865614,44.88235855102539,-93.21223449707031,55450
105,Caribou,Burnsville,8865491,44.78965759277344,-93.2454071044922,55337
106,Caribou,Bloomington,8865723,44.85475158691406,-93.24205780029295,55425
107,Caribou,Bloomington,8865722,44.85459518432617,-93.24246215820312,55425
108,Caribou,Bloomington,8865485,44.85540008544922,-93.24317169189452,55425
109,Caribou,Bloomington,8865486,44.85540008544922,-93.24317169189452,55425
110,Caribou,Bloomington,8865484,44.85540008544922,-93.24317169189452,55425
111,Caribou,Burnsville,8865490,44.7734375,-93.27711486816406,55337
112,Caribou,Minneapolis,8865610,44.8734016418457,-93.22867584228516,55450
113,Caribou,Minneapolis,8865613,44.87340927124024,-93.22869873046876,55450
114,Caribou,Rogers,8865432,45.20189666748047,-93.55523681640624,55374
115,Caribou,Minnetonka,8865479,44.96800231933594,-93.4371566772461,55305
116,Caribou,Minnetonka,8865482,44.96712112426758,-93.44329071044922,55305
117,Caribou,Minnetonka,8865718,44.96844482421875,-93.44717407226562,55305
118,Caribou,Minnetonka,8865480,44.97359085083008,-93.42183685302734,55305
119,Caribou,Minnetonka,8865730,44.9339485168457,-93.4258804321289,55305
120,Caribou,Hopkins,8865497,44.93369674682617,-93.42017364501952,55305
121,Caribou,Golden Valley,8865418,44.976070404052734,-93.39627838134766,55426
122,Caribou,Plymouth,8865440,44.98558807373047,-93.40972137451172,55441
123,Caribou,St. Louis Park,8865499,44.9368782043457,-93.38369750976562,55426
124,Caribou,Wayzata,8865711,44.97242736816406,-93.50025939941406,55391
125,Caribou,Maple Grove,8865674,45.12542724609375,-93.48877716064452,55311
126,Caribou,Maple Grove,8865438,45.10105514526367,-93.4504852294922,55369
127,Caribou,Maple Grove,8865677,45.09650039672852,-93.44425964355469,55369
128,Caribou,Maple Grove,8865428,45.09303665161133,-93.42736053466795,55369
129,Caribou,Maple Grove,8865681,45.06880187988281,-93.44977569580078,55311
130,Caribou,Maple Grove,8865444,45.06602096557617,-93.44256591796876,55369
131,Caribou,Osseo,8865437,45.11491012573242,-93.40296936035156,55369
132,Caribou,Medina,8865435,45.04470443725586,-93.53128051757812,55340
133,Caribou,Brooklyn Park,8865422,45.09412002563477,-93.3831024169922,55445
134,Caribou,Plymouth,8865425,45.03015518188477,-93.45549774169922,55446
135,Caribou,Chaska,8865463,44.80376815795898,-93.57798767089844,55318
136,Caribou,Chaska,8865464,44.82974624633789,-93.6001205444336,55318
137,Caribou,Shakopee,8865462,44.77417755126953,-93.5040054321289,55379
138,Caribou,Waconia,8865714,44.842872619628906,-93.78720092773438,55387
139,Caribou,Shakopee,8865471,44.78253555297852,-93.50682067871094,55379
140,Caribou,Chanhassen,8865465,44.86368179321289,-93.54473876953124,55317
141,Caribou,Chanhassen,8865710,44.86362838745117,-93.54169464111328,55317
142,Caribou,Shakopee,8865717,44.79863357543945,-93.45408630371094,55379
143,Caribou,Champlin,8865423,45.16083526611328,-93.39266967773438,55316
144,Caribou,Brooklyn Park,8865436,45.13188934326172,-93.35709381103516,55445
145,Caribou,Eden Prairie,8865500,44.86347198486328,-93.48721313476562,55346
146,Caribou,Shorewood,8865472,44.89277267456055,-93.58002471923828,55331
147,Caribou,Excelsior,8865466,44.90120315551758,-93.58850860595705,55331
148,Caribou,Eden Prairie,8865493,44.859230041503906,-93.4424819946289,55344
149,Caribou,Mound,8865473,44.93610382080078,-93.6609344482422,55364
150,Caribou,Delano,8865682,45.03703308105469,-93.76848602294922,55328
151,Caribou,Buffalo,8865449,45.17939376831055,-93.87240600585938,NaN
152,Caribou,Long Lake,8865474,44.98818588256836,-93.5787124633789,55356
153,Caribou,Navarre,8865716,44.93391799926758,-93.60877990722656,55331
154,Caribou,Wayzata,8865476,44.9697494506836,-93.51323699951172,55391
155,Caribou,Big Lake,8865416,45.33426284790039,-93.73472595214844,NaN
156,Caribou,Albertville,8865431,45.239723205566406,-93.66380310058594,NaN
157,Caribou,Albertville,8865678,45.23389053344727,-93.6608657836914,NaN
158,Caribou,Monticello,8865419,45.2929916381836,-93.77142333984376,NaN
159,Caribou,Minnetonka,8865475,44.9178581237793,-93.50394439697266,55345
160,Caribou,Minnetonka,8865477,44.94107055664063,-93.50279998779295,55391
161,Caribou,Bloomington,8865487,44.81028366088867,-93.32913208007812,55431
162,Caribou,Bloomington,8865721,44.82386016845703,-93.3494644165039,55437
163,Caribou,Hutchinson,8865308,44.874549865722656,-94.37629699707031,NaN
164,Caribou,Hutchinson,8865555,44.87751770019531,-94.37923431396484,NaN
165,Caribou,Plymouth,9235536,45.0196418762207,-93.49322509765624,55447
166,Caribou,Plymouth,8865673,45.01999282836914,-93.4852523803711,55446
167,Caribou,Plymouth,8865445,45.02038955688477,-93.48021697998048,55447
168,Caribou,Minnetonka,8865498,44.89470291137695,-93.41971588134766,55343
169,Caribou,Eden Prairie,8865733,44.890663146972656,-93.41683959960938,55344
170,Caribou,Minnetonka,8865732,44.89735412597656,-93.40338897705078,55343
171,Caribou,Edina,8865501,44.89849472045898,-93.4001007080078,55436
172,Caribou,Minnetonka,8865502,44.90602493286133,-93.46365356445312,55345
173,Caribou,Eden Prairie,8865731,44.86518859863281,-93.44255828857422,55344
174,Caribou,Eden Prairie,8865503,44.85902404785156,-93.42486572265624,55344
175,Caribou,Eden Prairie,8865734,44.85430908203125,-93.42449188232422,55344
176,Caribou,Edina,8865483,44.86348724365234,-93.35382080078124,55439
177,Caribou,Bloomington,8865478,44.85244369506836,-93.35169219970705,55437
178,Caribou,Shakopee,8865467,44.776611328125,-93.41214752197266,55379
179,Caribou,Plymouth,8865434,44.9945182800293,-93.50108337402344,55447
180,Caribou,Minneapolis,8865346,44.9783935546875,-93.2686538696289,55402
181,Caribou,Minneapolis,8865357,44.97835159301758,-93.27191162109376,55402
182,Caribou,Minneapolis,8865356,44.97813415527344,-93.27092742919922,55402
183,Caribou,Minneapolis,8865355,44.97725677490234,-93.27142333984376,55402
184,Caribou,Minneapolis,8865344,44.98372650146485,-93.27882385253906,55401
185,Caribou,Minneapolis,8865353,44.97692489624024,-93.2678451538086,55402
186,Caribou,Minneapolis,8865348,44.97851943969727,-93.26102447509766,55415
187,Caribou,Minneapolis,8865347,44.975669860839844,-93.27090454101562,55402
188,Caribou,Minneapolis,8865349,44.9759407043457,-93.27369689941406,55402
189,Caribou,Minneapolis,8865350,44.9769401550293,-93.26192474365234,55415
190,Caribou,Minneapolis,8865351,44.9737434387207,-93.26995086669922,55402
191,Caribou,Minneapolis,8865354,44.97375106811523,-93.27175903320312,55402
192,Caribou,Minneapolis,11245879,44.97464370727539,-93.27526092529295,55403
193,Caribou,Minneapolis,8865608,44.97430038452149,-93.28069305419922,55403
194,Caribou,Minneapolis,8865352,44.97294998168945,-93.2758331298828,55403
195,Caribou,Minneapolis,8865358,44.95980072021485,-93.29415130615234,55405
196,Caribou,Minneapolis,8865616,44.948673248291016,-93.29991149902344,55408
197,Caribou,Minneapolis,8865341,44.94747543334961,-93.32131958007812,55416
198,Caribou,Minneapolis,8865359,44.91657257080078,-93.2469253540039,55407
199,Caribou,Minneapolis,8865362,44.91946029663086,-93.27837371826172,55419
200,Caribou,Edina,8865729,44.9221076965332,-93.3292999267578,55424
201,Caribou,Edina,8865340,44.91331481933594,-93.32879638671876,55410
202,Caribou,Edina,8865726,44.91172409057617,-93.33053588867188,55410
203,Caribou,Richfield,8865606,44.88944625854492,-93.3092269897461,55423
204,Caribou,St. Louis Park,8865727,44.931739807128906,-93.3477554321289,55416
205,Caribou,St. Louis Park,8865728,44.93499374389648,-93.34675598144531,55416
206,Caribou,St. Louis Park,8865496,44.94829940795898,-93.34996032714844,55416
207,Caribou,Brooklyn Center,8865447,45.04384231567383,-93.33049011230469,55429
208,Caribou,Brooklyn Center,8865446,45.05860137939453,-93.31634521484376,55430
209,Caribou,Golden Valley,8865680,44.998783111572266,-93.3528060913086,55422
210,Caribou,Minneapolis,8865607,44.9874382019043,-93.25523376464844,55414
211,Caribou,St. Louis Park,8865481,44.963035583496094,-93.3479461669922,55416
212,Caribou,St Louis Park,8865719,44.96620559692383,-93.3498992919922,55416
213,Caribou,Richfield,8865364,44.88389205932617,-93.24974060058594,55423
214,Caribou,Richfield,9740254,44.88328552246094,-93.25102996826172,55423
215,Caribou,Richfield,8865363,44.88380813598633,-93.28594207763672,55423
216,Caribou,Edina,8865495,44.87921524047852,-93.32057189941406,55435
217,Caribou,Bloomington,8865488,44.859283447265625,-93.30948638916016,55431
218,Caribou,Richfield,8865342,44.86332321166992,-93.30435180664062,55423
219,Caribou,Richfield,8865343,44.86373519897461,-93.30574035644531,55423
220,Caribou,Brooklyn Park,8865421,45.11068344116211,-93.30548858642578,55443
221,Caribou,New Hope,8865448,45.03374481201172,-93.37995147705078,55428
222,Caribou,Crystal,8865439,45.05439758300781,-93.368896484375,55428
223,Caribou,New Hope,8865441,45.02263259887695,-93.39958953857422,55427
224,Caribou,Plymouth,8865442,45.03374481201172,-93.40901184082031,55442
225,Caribou,Edina,8865494,44.88107681274414,-93.3255386352539,55435
226,Caribou,Edina,8865725,44.874412536621094,-93.32807159423828,55435
227,Caribou,Edina,8865720,44.87361526489258,-93.3283462524414,55435
228,Caribou,Plymouth,8865443,45.00930404663086,-93.45059204101562,55441
229,Caribou,Blaine,8865452,45.12626647949219,-93.26636505126952,55434
230,Starbucks,Stillwater,12797,45.037085999999995,-92.840645,55082
231,Starbucks,Stillwater,9656,45.032512,-92.844614,55082
232,Starbucks,Oak Park Heights,17327,45.034542,-92.845985,55082
233,Starbucks,Hudson,1019139,44.966231,-92.722639,NaN
234,Starbucks,Hudson,7917,44.959621000000006,-92.720443,NaN
235,Starbucks,Woodbury,1008945,44.939993,-92.903995,55125
236,Starbucks,St. Paul,8387,44.996848,-92.94595,55128
237,Starbucks,Woodbury,20032,44.941501,-92.913452,55125
238,Starbucks,Woodbury,13631,44.943537,-92.93539200000001,55125
239,Starbucks,Oakdale,1013305,44.964643,-92.960639,55128
240,Starbucks,Oakdale,1013186,44.963803000000006,-92.962575,55128
241,Starbucks,Woodbury,11057,44.919563000000004,-92.933534,55125
242,Starbucks,Woodbury,1013307,44.927168,-92.960317,55125
243,Starbucks,Woodbury,1006448,44.92505,-92.960696,55125
244,Starbucks,North St. Paul,1022341,45.013296999999994,-93.009757,55109
245,Starbucks,White Bear Lake,1014328,45.038315999999995,-93.018614,55110
246,Starbucks,Woodbury,1011772,44.890903,-92.944255,55125
247,Starbucks,White Bear Lake,13227,45.074222999999996,-93.017115,55110
248,Starbucks,St. Paul,1006160,44.951029999999996,-93.02734,55106
249,Starbucks,Vadnais Heights,1006159,45.050379,-93.062016,55127
250,Starbucks,Vadnais Heights,1015750,45.078811,-93.05713,55127
251,Starbucks,Cottage Grove,9585,44.8331,-92.95707900000001,55016
252,Starbucks,COTTAGE GROVE,1019349,44.831517,-92.959779,55016
253,Starbucks,Cottage Grove,1005912,44.816736,-92.930314,55016
254,Starbucks,St. Paul,1024164,44.939844,-93.08976700000001,55107
255,Starbucks,St. Paul,15646,44.945363,-93.09525699999999,55102
256,Starbucks,West St. Paul,8250,44.901824,-93.08025,55118
257,Starbucks,Saint Paul,8480,44.893768,-93.07845,55118
258,Starbucks,Shoreview,1016545,45.079516999999996,-93.11985200000001,55126
259,Starbucks,Shoreview,16472,45.055847,-93.144711,55126
260,Starbucks,Arden Hills,1007202,45.05709,-93.147875,55112
261,Starbucks,St. Paul,14598,44.939827,-93.144813,55105
262,Starbucks,Roseville,8481,45.007743,-93.16476,55113
263,Starbucks,St. Paul,7654,44.954349,-93.155397,55104
264,Starbucks,Saint Paul,1015668,44.940065999999995,-93.153601,55105
265,Starbucks,St. Paul,90221,44.966316,-93.165565,55104
266,Starbucks,Roseville,1009391,45.014549,-93.174235,55113
267,Starbucks,Roseville,6680,45.007638,-93.176366,55113
268,Starbucks,Roseville,18398,45.011115000000004,-93.17761,55113
269,Starbucks,St. Paul,1010267,44.948278,-93.16671600000001,55104
270,Starbucks,Lino Lakes,17611,45.182992,-93.105463,55014
271,Starbucks,Inver Grove Heights,89775,44.820994,-93.08393199999999,55077
272,Starbucks,Forest Lake,1006267,45.274578000000005,-92.998835,55025
273,Starbucks,St. Paul,17650,44.917571,-93.187866,55116
274,Starbucks,Forest Lake,9379,45.283415000000005,-93.00932900000001,55025
275,Starbucks,St. Anthony,1020064,45.03725,-93.21905799999999,55421
276,Starbucks,Minneapolis,7584,45.004796,-93.229939,55413
277,Starbucks,Minneapolis,12486,44.973956,-93.22993100000001,55414
278,Starbucks,Minneapolis,90220,44.974612,-93.233625,55414
279,Starbucks,Minneapolis,1007209,44.981365000000004,-93.235325,55414
280,Starbucks,Cambridge,1016615,45.572889,-93.206249,NaN
281,Starbucks,Andover,12271,45.219440000000006,-93.31616,55304
282,Starbucks,Coon Rapids,1012889,45.209026,-93.358432,55448
283,Starbucks,Coon Rapids,1009299,45.196059999999996,-93.34702,55433
284,Starbucks,Blaine,1008734,45.167868,-93.235885,55434
285,Starbucks,Blaine,12798,45.165493,-93.233396,55449
286,Starbucks,Coon Rapids,17518,45.150231,-93.276197,55433
287,Starbucks,Champlin,12800,45.172982,-93.388458,55316
288,Starbucks,Elk River,1008940,45.316908000000005,-93.561642,55330
289,Starbucks,Champlin,1007077,45.158711,-93.390784,55316
290,Starbucks,Coon Rapids,13804,45.127261,-93.268366,55433
291,Starbucks,Otsego,10716,45.277961,-93.563347,55330
292,Starbucks,Brooklyn Park,1006679,45.135664,-93.370016,55445
293,Starbucks,Brooklyn Park,1015565,45.125983000000005,-93.358769,55445
294,Starbucks,Brooklyn Park,1015601,45.124534999999995,-93.357507,55445
295,Starbucks,Rogers,91234,45.201177,-93.554136,55374
296,Starbucks,Rogers,16616,45.19764,-93.554653,55374
297,Starbucks,Maple Grove,6527,45.134997999999996,-93.476606,55369
298,Starbucks,Brooklyn Park,13706,45.091169,-93.378348,55445
299,Starbucks,Minneapolis,10142,45.066158,-93.251437,55421
300,Starbucks,Fridley,1014064,45.064645,-93.248778,55421
301,Starbucks,Maple Grove,91096,45.125304,-93.491093,55311
302,Starbucks,Maple Grove,12142,45.099604,-93.45016,55369
303,Starbucks,Brooklyn Center,8356,45.055265999999996,-93.323226,55429
304,Starbucks,Albertville,1020354,45.246689,-93.666597,NaN
305,Starbucks,Crystal,1007061,45.054312,-93.36459,55428
306,Starbucks,Minneapolis,11921,45.052521,-93.364575,55428
307,Starbucks,ROBBINSDALE,1022964,45.026365000000006,-93.338313,55422
308,Starbucks,ROBBINSDALE,1022984,45.026127,-93.338071,55422
309,Starbucks,New Hope,1013250,45.032792,-93.38537099999999,55427
310,Starbucks,Plymouth,17628,45.031346,-93.451348,55442
311,Starbucks,Monticello,17376,45.293754,-93.77353199999999,NaN
312,Starbucks,Minneapolis,1018307,44.983769,-93.267214,55401
313,Starbucks,NORTHFIELD,1022926,44.447068,-93.160494,55057
314,Starbucks,Northfield,113727,44.434564,-93.187972,55057
315,Starbucks,Red Wing,1015152,44.569047999999995,-92.584723,NaN
316,Starbucks,Rosemount,8251,44.732547,-93.127758,55068
317,Starbucks,Lakeville,1015119,44.717215,-93.177032,55044
318,Starbucks,Apple Valley,10528,44.72374,-93.17661,55124
319,Starbucks,Apple Valley,16233,44.729413,-93.21450300000001,55124
320,Starbucks,Apple Valley,1018181,44.735446,-93.218497,55124
321,Starbucks,Lakeville,9325,44.684692999999996,-93.28940300000001,55044
322,Starbucks,Lakeville,8100,44.692412,-93.283218,55044
323,Starbucks,Lakeville,14306,44.71348,-93.280162,55044
324,Starbucks,Eagan,9224,44.789625,-93.210388,55122
325,Starbucks,Eagan,18637,44.804256,-93.18661999999999,55122
326,Starbucks,Burnsville,6528,44.748868,-93.289517,55337
327,Starbucks,Burnsville,1008690,44.746896,-93.295509,55337
328,Starbucks,Eagan,1008939,44.814819,-93.214363,55122
329,Starbucks,Eagan,1018258,44.835508000000004,-93.169568,55121
330,Starbucks,Eagan,1015936,44.836973,-93.17104300000001,55121
331,Starbucks,SAVAGE,1017317,44.747136,-93.35456500000001,55378
332,Starbucks,SAVAGE,1017577,44.747883,-93.35730699999999,55378
333,Starbucks,Savage,12799,44.74374,-93.377645,55378
334,Starbucks,Savage,7275,44.750647,-93.378978,55378
335,Starbucks,Bloomington,13642,44.827178,-93.289171,55420
336,Starbucks,Bloomington,13666,44.854558000000004,-93.24063000000001,55425
337,Starbucks,Bloomington,8249,44.855062,-93.243339,55425
338,Starbucks,Bloomington,1015526,44.856582,-93.241804,55425
339,Starbucks,Minneapolis,1020366,44.874012,-93.22864200000001,55450
340,Starbucks,Owatonna,16173,44.083959,-93.241209,NaN
341,Starbucks,St Paul,11440,44.882841,-93.211272,55450
342,Starbucks,Owatonna,1005916,44.086343,-93.25039,NaN
343,Starbucks,St Paul,1023917,44.883231,-93.211584,55450
344,Starbucks,St Paul,11276,44.884646000000004,-93.20984200000001,55450
345,Starbucks,St Paul,17166,44.884578000000005,-93.210647,55450
346,Starbucks,Shakopee,1007883,44.775886,-93.414283,55379
347,Starbucks,Richfield,16771,44.864713,-93.288659,55423
348,Starbucks,Richfield,18020,44.884343,-93.248499,55423
349,Starbucks,Medina,10143,45.045444,-93.52940799999999,55340
350,Starbucks,Plymouth,1016337,45.01842,-93.48230799999999,55447
351,Starbucks,Plymouth,8164,45.008333,-93.44922199999999,55441
352,Starbucks,Plymouth,1023624,45.019224,-93.49300699999999,55447
353,Starbucks,Minneapolis,12970,44.97312,-93.236007,55455
354,Starbucks,Minneapolis,1018177,44.976494,-93.262651,55415
355,Starbucks,Minneapolis,1016976,44.97854,-93.269386,55401
356,Starbucks,MINNEAPOLIS,1021830,44.977962,-93.270292,55402
357,Starbucks,Minneapolis,11974,44.977241,-93.26872900000001,55402
358,Starbucks,Minneapolis,11987,44.978263,-93.27266,55402
359,Starbucks,Shakopee,1019892,44.775959,-93.5018,55379
360,Starbucks,SHAKOPEE,1019496,44.783525,-93.54122199999999,55379
361,Starbucks,SHAKOPEE,1020352,44.783713,-93.54136899999999,55379
362,Starbucks,Eden Prairie,14928,44.836225,-93.40064,55347
363,Starbucks,Eden Prairie,1022343,44.836812,-93.400832,55347
364,Starbucks,Eden Prairie,16018,44.853316,-93.429138,55344
365,Starbucks,Eden Prairie,1020351,44.85577,-93.425958,55344
366,Starbucks,Bloomington,13805,44.859947,-93.311425,55431
367,Starbucks,Edina,1013938,44.864513,-93.353219,55439
368,Starbucks,Eden Prairie,15731,44.864144,-93.440815,55344
369,Starbucks,Bloomington,8785,44.861132,-93.30810100000001,55431
370,Starbucks,Edina,1006171,44.866611,-93.328413,55435
371,Starbucks,Chaska,15668,44.827687,-93.600577,55318
372,Starbucks,Chanhassen,1010272,44.861083,-93.524226,55317
373,Starbucks,Edina,6530,44.875818,-93.32374399999999,55435
374,Starbucks,Edina,1020369,44.877632,-93.323643,55435
375,Starbucks,Chanhassen,1005981,44.862237,-93.54292099999999,55317
376,Starbucks,Edina,66377,44.881451,-93.326449,55435
377,Starbucks,Eden Prairie,1016974,44.892053999999995,-93.41878100000001,55343
378,Starbucks,Minneapolis,12285,44.964817,-93.235701,55454
379,Starbucks,Minneapolis,11975,44.905241,-93.28804000000001,55419
380,Starbucks,Minneapolis,1021746,44.917799,-93.24754200000001,55407
381,Starbucks,Minneapolis,7303,44.949335999999995,-93.236363,55406
382,Starbucks,Buffalo,15927,45.168514,-93.86024499999999,NaN
383,Starbucks,Minneapolis,11666,44.976229,-93.27159499999999,55402
384,Starbucks,Minneapolis,14372,44.962583,-93.278033,55404
385,Starbucks,Minneapolis,12449,44.974958,-93.274067,55403
386,Starbucks,Minneapolis,16231,44.979014,-93.27500400000001,55403
387,Starbucks,Minneapolis,15588,44.973271000000004,-93.276544,55403
388,Starbucks,Minneapolis,1010273,44.960294,-93.29341600000001,55405
389,Starbucks,Minneapolis,1020027,44.95743,-93.295448,55405
390,Starbucks,MINNEAPOLIS,1020164,44.944886,-93.295556,55408
